query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Microlepia mollifolia Tagawa,Microlepia mollifolia Tagawa,Microlepia mollifolia Tagawa,accepted,accepted,exact,2579781
Microlepia rhomboidea (Wall. ex Kunze) Prantl,Microlepia rhomboidea (Wall. ex Kunze) Prantl,Microlepia rhomboidea (Wall. ex Kunze) Prantl,accepted,accepted,exact,2579782
Microlepia subtrichosticha Ching,Microlepia subtrichosticha Ching,Microlepia subtrichosticha Ching,accepted,accepted,exact,2579784
Microlepia tenera Christ,Microlepia tenera Christ,Microlepia tenera Christ,accepted,accepted,exact,2579785
Microlepia todayensis Christ,Microlepia todayensis Christ,Microlepia todayensis Christ,accepted,accepted,exact,2579786
Microlepia trapeziformis (Roxb.) Kuhn,Microlepia trapeziformis (Roxb. ex Griff.) Kuhn,Microlepia trapeziformis (Roxb. ex Griff.) Kuhn,accepted,accepted,auto_basexin,2579787
Microlepia trichosora Ching,Microlepia trichosora Ching,Microlepia trichosora Ching,accepted,accepted,exact,2579788
Asplenium serratifolium Li Bing Zhang & K.W.Xu,Asplenium serratifolium Li Bing Zhang & K. W. Xu,Asplenium serratifolium Li Bing Zhang & K. W. Xu,accepted,accepted,auto_punct,2583803
Asplenium scortechinii Bedd.,Asplenium scortechinii Bedd.,Asplenium scortechinii Bedd.,accepted,accepted,exact,2583804
"Bolbitis lianhuachihensis Y.S.Chao, Y.F.Huang, & H.Y.Liu","Bolbitis lianhuachihensis Y. S. Chao, Y. F. Huang & H. Y. Liu","Bolbitis lianhuachihensis Y. S. Chao, Y. F. Huang & H. Y. Liu",accepted,accepted,auto_punct,2584908
Pteris rugosifolia Y.S.Chao,Pteris rugosifolia Y. S. Chao,Pteris rugosifolia Y. S. Chao,accepted,accepted,auto_punct,2584909
Pteris subesquirolii Y.S.Chao,Pteris subesquirolii Y. S. Chao,Pteris subesquirolii Y. S. Chao,accepted,accepted,auto_punct,2584910
Bolbitis rhizophylla (Kaulf.) Hennipman,Bolbitis rhizophylla (Kaulf.) Hennipman,Bolbitis rhizophylla (Kaulf.) Hennipman,accepted,accepted,exact,2584912
Bolbitis scalpturata (Fee) Ching,Bolbitis scalpturata (Fée) Ching,Bolbitis scalpturata (Fée) Ching,accepted,accepted,auto_punct,2584913
Bolbitis virens (Wall. ex Hook. & Grev.) Schott,Bolbitis virens (Wall. ex Hook. & Grev.) Schott,Bolbitis virens (Wall. ex Hook. & Grev.) Schott,accepted,accepted,exact,2584914
Microlepia obtusiloba var. angustata Seriz.,Microlepia obtusiloba var. angustata Seriz.,Microlepia obtusiloba var. angustata Seriz.,accepted,accepted,exact,2585120
Arachniodes yasu-inouei var. angustipinnula Seriz.,Arachniodes yasu-inouei var. angustipinnula Seriz.,Arachniodes yasu-inouei var. angustipinnula Seriz.,accepted,accepted,exact,2585121
Ptisana boninensis (Nakai) Yonek.,Ptisana boninensis (Nakai) Yonek.,Ptisana boninensis (Nakai) Yonek.,accepted,accepted,exact,2585123
Cephalomanes atrovirens C.Presl,Cephalomanes atrovirens C. Presl,Cephalomanes atrovirens C. Presl,accepted,accepted,auto_punct,2585124
"Odontosoria intermedia (S.J.Lin, M.Kato & K.Iwats.) Nakaike","Odontosoria intermedia (S. J. Lin, M. Kato & K. Iwats.) Nakaike","Odontosoria intermedia (S. J. Lin, M. Kato & K. Iwats.) Nakaike",accepted,accepted,auto_punct,2585126
Athyrium yakusimense Tagawa,Athyrium yakusimense Tagawa,Athyrium yakusimense Tagawa,accepted,accepted,exact,2585129
Asplenium guangdongense Y.Fen Chang & H.Schneid.,Asplenium guangdongense Y. Fen Chang & H. Schneid.,Asplenium guangdongense Y. Fen Chang & H. Schneid.,accepted,accepted,auto_punct,2586832
Asplenium haleakalense W.H.Wagner,Asplenium haleakalense W. H. Wagner,Asplenium haleakalense W. H. Wagner,accepted,accepted,auto_punct,2586833
Asplenium kinabaluense Holttum,Asplenium kinabaluense Holttum,Asplenium kinabaluense Holttum,accepted,accepted,exact,2586834
Asplenium normaloides Y.Fen Chang & H.Schneid.,Asplenium normaloides Y. Fen Chang & H. Schneid.,Asplenium normaloides Y. Fen Chang & H. Schneid.,accepted,accepted,auto_punct,2586836
Asplenium pachychlamys C.Chr.,Asplenium pachychlamys C. Chr.,Asplenium pachychlamys C. Chr.,accepted,accepted,auto_punct,2586837
Asplenium sampsonii Hance,Asplenium sampsonii Hance,Asplenium sampsonii Hance,accepted,accepted,exact,2586839
Asplenium alatulum Ching,Asplenium alatulum Ching,Asplenium alatulum Ching,accepted,accepted,exact,2586842
Asplenium altajense (Kom.) Grubov,Asplenium altajense (Komar.) Grubov,Asplenium altajense (Komar.) Grubov,accepted,accepted,auto_basexin,2586843
Asplenium austrochinense Ching,Asplenium austrochinense Ching,Asplenium austrochinense Ching,accepted,accepted,exact,2586845
Asplenium bangii Hieron.,Asplenium bangii Hieron.,Asplenium bangii Hieron.,accepted,accepted,exact,2586846
Asplenium barteri Hook.,Asplenium barteri Hook.,Asplenium barteri Hook.,accepted,accepted,exact,2586847
Asplenium blastophorum Hieron.,Asplenium blastophorum Hieron.,Asplenium blastophorum Hieron.,accepted,accepted,exact,2586849
Asplenium confusum Tardieu & Ching,Asplenium confusum Tardieu & Ching,Asplenium confusum Tardieu & Ching,accepted,accepted,exact,2586850
Asplenium cornutissimum X.C.Zhang & R.H.Jiang,Asplenium cornutissimum X. C. Zhang & R. H. Jiang,Asplenium cornutissimum X. C. Zhang & R. H. Jiang,accepted,accepted,auto_punct,2586851
Asplenium correardii Tardieu,Asplenium correardii Tardieu,Asplenium correardii Tardieu,accepted,accepted,exact,2586852
"Asplenium cyrtosorum K.W.Xu, Li Bing Zhang & W.B.Liao","Asplenium cyrtosorum K. W. Xu, Li Bing Zhang & W. B. Liao","Asplenium cyrtosorum K. W. Xu, Li Bing Zhang & W. B. Liao",accepted,accepted,auto_punct,2586853
Asplenium delavayi (Franch.) Copel.,Asplenium delavayi (Franch.) Copel.,Asplenium delavayi (Franch.) Copel.,accepted,accepted,exact,2586854
Asplenium diellaciniatum Viane,Asplenium diellaciniatum Viane,Asplenium diellaciniatum Viane,accepted,accepted,exact,2586855
Asplenium elmeri Christ,Asplenium elmeri Christ,Asplenium elmeri Christ,accepted,accepted,exact,2586856
Asplenium excelsum Lellinger,Asplenium excelsum Lellinger,Asplenium excelsum Lellinger,accepted,accepted,exact,2586857
Asplenium falcatum Lam.,Asplenium falcatum Lam.,Asplenium falcatum Lam.,accepted,accepted,exact,2586858
Asplenium flabellulatum Kunze,Asplenium flabellulatum Kunze,Asplenium flabellulatum Kunze,accepted,accepted,exact,2586859
Asplenium fragrans Sw.,Asplenium fragrans Sw.,Asplenium fragrans Sw.,accepted,accepted,exact,2586860
Asplenium gueinzianum Mett. ex Kuhn,Asplenium gueinzianum Mett. ex Kuhn,Asplenium gueinzianum Mett. ex Kuhn,accepted,accepted,exact,2586863
Asplenium hainanense Ching,Asplenium hainanense Ching ex Tardieu & Ching,Asplenium hainanense Ching ex Tardieu & Ching,accepted,accepted,auto_exin-,2586864
Asplenium holosorum Christ,Asplenium holosorum Christ,Asplenium holosorum Christ,accepted,accepted,exact,2586865
Asplenium humbertii Tardieu,Asplenium humbertii Tardieu,Asplenium humbertii Tardieu,accepted,accepted,exact,2586866
Asplenium incurvatum Fee,Asplenium incurvatum Fée,Asplenium incurvatum Fée,accepted,accepted,auto_punct,2586868
Asplenium lamprocaulon Fee,Asplenium lamprocaulon Fée,Asplenium lamprocaulon Fée,accepted,accepted,auto_punct,2586869
Asplenium lepturus J.Sm. ex C.Presl,Asplenium lepturus J. Sm.,Asplenium lepturus J. Sm.,accepted,accepted,auto_exin+,2586870
Asplenium macraei Hook. & Grev.,Asplenium macraei Hook. & Grev.,Asplenium macraei Hook. & Grev.,accepted,accepted,exact,2586871
Asplenium micropaleatum M.Kessler & A.R.Sm.,Asplenium micropaleatum M. Kessler & A. R. Sm.,Asplenium micropaleatum M. Kessler & A. R. Sm.,accepted,accepted,auto_punct,2586872
Asplenium neolaserpitiifolium Tardieu & Ching,Asplenium neolaserpitiifolium Tardieu & Ching,Asplenium neolaserpitiifolium Tardieu & Ching,accepted,accepted,exact,2586874
Asplenium nigrescens Blume,Asplenium nigrescens Blume,Asplenium nigrescens Blume,accepted,accepted,exact,2586875
Asplenium oldhami Hance,Asplenium oldhami Hance,Asplenium oldhami Hance,accepted,accepted,exact,2586876
Asplenium pseudopraemorsum Ching,Asplenium pseudopraemorsum Ching,Asplenium pseudopraemorsum Ching,accepted,accepted,exact,2586878
Asplenium saxicola Rosenst.,Asplenium saxicola Rosenst.,Asplenium saxicola Rosenst.,accepted,accepted,exact,2586879
Asplenium schizophyllum C.Chr.,Asplenium schizophyllum C. Chr.,Asplenium schizophyllum C. Chr.,accepted,accepted,auto_punct,2586880
Asplenium serra Langsd. & Fisch.,Asplenium serra Langsd. & Fisch.,Asplenium serra Langsd. & Fisch.,accepted,accepted,exact,2586881
Asplenium serricula Fee,Asplenium serricula Fée,Asplenium serricula Fée,accepted,accepted,auto_punct,2586882
Asplenium sessilifolium Desv.,Asplenium sessilifolium Desv.,Asplenium sessilifolium Desv.,accepted,accepted,exact,2586883
Asplenium speluncae Christ,Asplenium speluncae Christ,Asplenium speluncae Christ,accepted,accepted,exact,2586887
Asplenium splendens Kunze,Asplenium splendens Kunze,Asplenium splendens Kunze,accepted,accepted,exact,2586888
Asplenium subcrenatum Ching ex S.H.Wu,Asplenium subcrenatum Ching ex S. H. Wu,Asplenium subcrenatum Ching ex S. H. Wu,accepted,accepted,auto_punct,2586889
Asplenium sublaserpitiifolium Ching ex Tardieu & Ching,Asplenium sublaserpitiifolium Ching ex Tardieu & Ching,Asplenium sublaserpitiifolium Ching ex Tardieu & Ching,accepted,accepted,exact,2586890
Asplenium tenerrimum Mett. ex Kuhn,Asplenium tenerrimum Mett. ex Kuhn,Asplenium tenerrimum Mett. ex Kuhn,accepted,accepted,exact,2586892
Asplenium trapezoideum Ching,Asplenium trapezoideum Ching,Asplenium trapezoideum Ching,accepted,accepted,exact,2586894
Asplenium triphyllum C.Presl,Asplenium triphyllum C. Presl,Asplenium triphyllum C. Presl,accepted,accepted,auto_punct,2586895
Asplenium uniseriale Raddi,Asplenium uniseriale Raddi,Asplenium uniseriale Raddi,accepted,accepted,exact,2586896
Asplenium vespertinum Maxon,Asplenium vespertinum Maxon,Asplenium vespertinum Maxon,accepted,accepted,exact,2586898
Asplenium vittaeforme Cav.,Asplenium vittaeforme Cav.,Asplenium vittaeforme Cav.,accepted,accepted,exact,2586899
Asplenium acuminatum Hook. & Arn.,Asplenium acuminatum Hook. & Arn.,Asplenium acuminatum Hook. & Arn.,accepted,accepted,exact,2586914
Polystichum andinum Phil.,Polystichum andinum Phil.,Polystichum andinum Phil.,accepted,accepted,exact,2587334
Polystichum caudescens Dutra,Polystichum caudescens Dutra,Polystichum caudescens Dutra,accepted,accepted,exact,2587335
Polystichum chilense (Christ) Diels,Polystichum chilense (Christ) Diels,Polystichum chilense (Christ) Diels,accepted,accepted,exact,2587336
Polystichum multifidum (Mett.) T.Moore,Polystichum multifidum (Mett.) T. Moore,Polystichum multifidum (Mett.) T. Moore,accepted,accepted,auto_punct,2587337
Polystichum plicatum (Poepp. ex Kunze) Hicken ex Hosseus,Polystichum plicatum (Poepp. ex Kunze) Hicken ex Hosseus,Polystichum plicatum (Poepp. ex Kunze) Hicken ex Hosseus,accepted,accepted,exact,2587338
Polystichum tetragonum Fee,Polystichum tetragonum Fée,Polystichum tetragonum Fée,accepted,accepted,auto_punct,2587340
Arachniodes tripinnata (Goldm.) Sledge,Arachniodes tripinnata (Goldm.) Sledge,Arachniodes tripinnata (Goldm.) Sledge,accepted,accepted,exact,2588367
Hymenophyllum longissimum (Ching & Chiu) K.Iwats.,Hymenophyllum longissimum (Ching & P. S. Chiu) K. Iwats.,Hymenophyllum longissimum (Ching & P. S. Chiu) K. Iwats.,accepted,accepted,auto_basexin,2588943
Hymenophyllum parallelocarpum Hayata,Hymenophyllum parallelocarpum Hayata,Hymenophyllum parallelocarpum Hayata,accepted,accepted,exact,2588944
Hymenophyllum punctisorum Rosenst.,Hymenophyllum punctisorum Rosenst.,Hymenophyllum punctisorum Rosenst.,accepted,accepted,exact,2588945
Bommeria elegans (Davenp.) Ranker & Haufler,Bommeria elegans (Davenp.) Ranker & Haufler,Bommeria elegans (Davenp.) Ranker & Haufler,accepted,accepted,exact,2591866
Bommeria pedata (Sw.) E.Fourn.,Bommeria pedata (Sw.) E. Fourn.,Bommeria pedata (Sw.) E. Fourn.,accepted,accepted,auto_punct,2591867
Bommeria subpaleacea Maxon,Bommeria subpaleacea Maxon,Bommeria subpaleacea Maxon,accepted,accepted,exact,2591868
Cheilanthes fractifera R.M.Tryon,Cheilanthes fractifera R. M. Tryon,Cheilanthes fractifera R. M. Tryon,accepted,accepted,auto_punct,2591869
Alsophila abbottii (Maxon) R.M.Tryon,Alsophila abbottii (Maxon) R. M. Tryon,Alsophila abbottii (Maxon) R. M. Tryon,accepted,accepted,auto_punct,2598224
Alsophila brooksii (Maxon) R.M.Tryon,Alsophila brooksii (Maxon) R. M. Tryon,Alsophila brooksii (Maxon) R. M. Tryon,accepted,accepted,auto_punct,2598226
Alsophila catillifera (Holttum) R.M.Tryon,Alsophila catillifera (Holttum) R. M. Tryon,Alsophila catillifera (Holttum) R. M. Tryon,accepted,accepted,auto_punct,2598228
Alsophila conantiana Lehnert,Alsophila conantiana Lehnert,Alsophila conantiana Lehnert,accepted,accepted,exact,2598229
Alsophila engelii R.M.Tryon,Alsophila engelii R. M. Tryon,Alsophila engelii R. M. Tryon,accepted,accepted,auto_punct,2598230
Alsophila esmeraldensis R.C.Moran,Alsophila esmeraldensis R. C. Moran,Alsophila esmeraldensis R. C. Moran,accepted,accepted,auto_punct,2598231
Alsophila fulgens (C.Chr.) D.S.Conant,Alsophila fulgens (C. Chr.) D. S. Conant,Alsophila fulgens (C. Chr.) D. S. Conant,accepted,accepted,auto_punct,2598232
Alsophila incana (H.Karst.) D.S.Conant,Alsophila incana (H. Karst.) D. S. Conant,Alsophila incana (H. Karst.) D. S. Conant,accepted,accepted,auto_punct,2598234
Alsophila katoi Lehnert & Coritico,Alsophila katoi Lehnert & Coritico,Alsophila katoi Lehnert & Coritico,accepted,accepted,exact,2598236
Alsophila macgillivrayi Baker,Alsophila macgillivrayi Baker,Alsophila macgillivrayi Baker,accepted,accepted,exact,2598237
Alsophila macgregorii (F.Muell.) R.M.Tryon,Alsophila macgregorii (F. Muell.) R. M. Tryon,Alsophila macgregorii (F. Muell.) R. M. Tryon,accepted,accepted,auto_punct,2598238
Alsophila minor (D.C.Eaton) R.M.Tryon,Alsophila minor (D. C. Eaton) R. M. Tryon,Alsophila minor (D. C. Eaton) R. M. Tryon,accepted,accepted,auto_punct,2598240
Alsophila mostellaria Lehnert,Alsophila mostellaria Lehnert,Alsophila mostellaria Lehnert,accepted,accepted,exact,2598242
Alsophila odonelliana (Alston) Lehnert,Alsophila odonelliana (Alston) Lehnert,Alsophila odonelliana (Alston) Lehnert,accepted,accepted,exact,2598243
Alsophila paucifolia Baker,Alsophila paucifolia Baker,Alsophila paucifolia Baker,accepted,accepted,exact,2598244
Alsophila roroka (Hovenkamp) Lehnert & Coritico,Alsophila roroka (Hovenkamp) Lehnert & Coritico,Alsophila roroka (Hovenkamp) Lehnert & Coritico,accepted,accepted,exact,2598245
Alsophila rubiginosa Brause,Alsophila rubiginosa Brause,Alsophila rubiginosa Brause,accepted,accepted,exact,2598246
Alsophila setosa Kaulf.,Alsophila setosa Kaulf.,Alsophila setosa Kaulf.,accepted,accepted,exact,2598247
Alsophila sumatrana (Baker) R.M.Tryon,Alsophila sumatrana (Baker) R. M. Tryon,Alsophila sumatrana (Baker) R. M. Tryon,accepted,accepted,auto_punct,2598248
Alsophila urbanii (Brause) R.M.Tryon,Alsophila urbanii (Brause) R. M. Tryon,Alsophila urbanii (Brause) R. M. Tryon,accepted,accepted,auto_punct,2598249
Cyathea abrapatriciana Lehnert & A.Tejedor,Cyathea abrapatriciana Lehnert & A. Tejedor,Cyathea abrapatriciana Lehnert & A. Tejedor,accepted,accepted,auto_punct,2598252
Cyathea acutidens (Christ) Domin,Cyathea acutidens (Christ) Domin,Cyathea acutidens (Christ) Domin,accepted,accepted,exact,2598253
Cyathea aemula Lehnert,Cyathea aemula Lehnert,Cyathea aemula Lehnert,accepted,accepted,exact,2598254
Cyathea andicola Domin,Cyathea andicola Domin,Cyathea andicola Domin,accepted,accepted,exact,2598255
Cyathea armata (Sw.) Domin,Cyathea armata (Sw.) Domin,Cyathea armata (Sw.) Domin,accepted,accepted,exact,2598256
Cyathea arnecornelii Lehnert,Cyathea arnecornelii Lehnert,Cyathea arnecornelii Lehnert,accepted,accepted,exact,2598257
Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,accepted,accepted,exact,2598258
Cyathea assurgens R.M.Tryon,Cyathea assurgens R. M. Tryon,Cyathea assurgens R. M. Tryon,accepted,accepted,auto_punct,2598259
Cyathea atahuallpa (R.M.Tryon) Lellinger,Cyathea atahuallpa (R. M. Tryon) Lellinger,Cyathea atahuallpa (R. M. Tryon) Lellinger,accepted,accepted,auto_punct,2598260
Cyathea aterrima (Hook.) Domin,Cyathea aterrima (Hook.) Domin,Cyathea aterrima (Hook.) Domin,accepted,accepted,exact,2598261
Cyathea austropallescens Lehnert,Cyathea austropallescens Lehnert,Cyathea austropallescens Lehnert,accepted,accepted,exact,2598262
Cyathea bipinnatifida (Baker) Domin,Cyathea bipinnatifida (Baker) Domin,Cyathea bipinnatifida (Baker) Domin,accepted,accepted,exact,2598263
Cyathea brucei Lehnert,Cyathea brucei Lehnert,Cyathea brucei Lehnert,accepted,accepted,exact,2598264
Cyathea calamitatis Lehnert,Cyathea calamitatis Lehnert,Cyathea calamitatis Lehnert,accepted,accepted,exact,2598265
Cyathea catacampta Alston,Cyathea catacampta Alston,Cyathea catacampta Alston,accepted,accepted,exact,2598267
Cyathea chimaera Lehnert & A.Tejedor,Cyathea chimaera Lehnert & A. Tejedor,Cyathea chimaera Lehnert & A. Tejedor,accepted,accepted,auto_punct,2598268
Cyathea chocoensis (Stolze) Lehnert,Cyathea chocoensis (Stolze) Lehnert,Cyathea chocoensis (Stolze) Lehnert,accepted,accepted,exact,2598269
Cyathea choricarpa (Maxon) Domin,Cyathea choricarpa (Maxon) Domin,Cyathea choricarpa (Maxon) Domin,accepted,accepted,exact,2598270
Cyathea cnemidaria Lehnert,Cyathea cnemidaria Lehnert,Cyathea cnemidaria Lehnert,accepted,accepted,exact,2598271
Cyathea cocleana (Stolze) Lehnert,Cyathea cocleana (Stolze) Lehnert,Cyathea cocleana (Stolze) Lehnert,accepted,accepted,exact,2598272
Cyathea crenata (Sodiro) Christ,Cyathea crenata (Sodiro) Christ,Cyathea crenata (Sodiro) Christ,accepted,accepted,exact,2598274
Cyathea cyatheoides (Desv.) K.U.Kramer,Cyathea cyatheoides (Desv.) K. U. Kramer,Cyathea cyatheoides (Desv.) K. U. Kramer,accepted,accepted,auto_punct,2598275
Cyathea cystolepis Sodiro,Cyathea cystolepis Sodiro,Cyathea cystolepis Sodiro,accepted,accepted,exact,2598276
Cyathea decorata (Maxon) R.M.Tryon,Cyathea decorata (Maxon) R. M. Tryon,Cyathea decorata (Maxon) R. M. Tryon,accepted,accepted,auto_punct,2598278
Cyathea decurrens (Hook.) Copel.,Cyathea decurrens (Hook.) Copel.,Cyathea decurrens (Hook.) Copel.,accepted,accepted,exact,2598279
Cyathea decurrentiloba Domin,Cyathea decurrentiloba Domin,Cyathea decurrentiloba Domin,accepted,accepted,exact,2598280
Cyathea diabolica Lehnert,Cyathea diabolica Lehnert,Cyathea diabolica Lehnert,accepted,accepted,exact,2598281
Cyathea dichromatolepis (Fee) Domin,Cyathea dichromatolepis (Fée) Domin,Cyathea dichromatolepis (Fée) Domin,accepted,accepted,auto_punct,2598282
Cyathea dombeyi (Desv.) Lellinger,Cyathea dombeyi (Desv.) Lellinger,Cyathea dombeyi (Desv.) Lellinger,accepted,accepted,exact,2598283
Cyathea dudleyi R.M.Tryon,Cyathea dudleyi R. M. Tryon,Cyathea dudleyi R. M. Tryon,accepted,accepted,auto_punct,2598284
Cyathea ebenina H.Karst.,Cyathea ebenina H. Karst.,Cyathea ebenina H. Karst.,accepted,accepted,auto_punct,2598285
Cyathea estelae (Riba) Proctor,Cyathea estelae (Riba) Proctor,Cyathea estelae (Riba) Proctor,accepted,accepted,exact,2598286
Cyathea ewanii Alston,Cyathea ewanii Alston,Cyathea ewanii Alston,accepted,accepted,exact,2598287
Cyathea feeana (C.Chr.) Domin,Cyathea feeana (C. Chr.) Domin,Cyathea feeana (C. Chr.) Domin,accepted,accepted,auto_punct,2598290
Cyathea frigida (H.Karst.) Domin,Cyathea frigida (H. Karst.) Domin,Cyathea frigida (H. Karst.) Domin,accepted,accepted,auto_punct,2598291
Cyathea frondosa H.Karst.,Cyathea frondosa H. Karst.,Cyathea frondosa H. Karst.,accepted,accepted,auto_punct,2598292
Cyathea glaziovii (Fee) Domin,Cyathea glaziovii Domin,Cyathea glaziovii Domin,accepted,accepted,auto_basio+,2598293
Cyathea hemiepiphytica R.C.Moran,Cyathea hemiepiphytica R. C. Moran,Cyathea hemiepiphytica R. C. Moran,accepted,accepted,auto_punct,2598294
Cyathea impar R.M.Tryon,Cyathea impar R. M. Tryon,Cyathea impar R. M. Tryon,accepted,accepted,auto_punct,2598298
Cyathea latevagans (Baker) Domin,Cyathea latevagans (Baker) Domin,Cyathea latevagans (Baker) Domin,accepted,accepted,exact,2598300
Cyathea lechleri Mett.,Cyathea lechleri Mett.,Cyathea lechleri Mett.,accepted,accepted,exact,2598301
Cyathea leucofolis Domin,Cyathea leucofolis Domin,Cyathea leucofolis Domin,accepted,accepted,exact,2598302
